Title,Price,Seller-id,Posting Date,"Posting Date
Max","Posting Date
Min",Scrapping Date,Category,Period,FileName,Tag,Ad-Id,Seller-Type,"NewCarouseller
Posting Date"
Freehold Condo @ Subang Premium Area,490000,unitybrian,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160032987,New Carouseller,2018-03-19
Apartment Seremban Putra Sikamat,700,julia050386,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160032158,New Carouseller,2018-03-19
Apartment Dahlia,500,wan_tuentieight,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160030924,New Carouseller,2018-03-20
Pandora Residence,1100,alanlyns,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160030170,New Carouseller,2018-03-19
Pandora Residence,390000,alanlyns,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160028612,New Carouseller,2018-03-19
Aviary residences,405000,emilymw,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160024900,New Carouseller,2018-03-19
Taman Arked Dengkil 1 Tingkat,280000,zaff-hartanah,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160024641,New Carouseller,2018-03-19
Kuchai Lama Freehold Condo,580000,eunicehjy,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160022700,New Carouseller,2018-03-19
For Sale: Alam Suria Puncak Alam Sungai Buloh Selangor,400000,nurmuzriah,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160020063,New Carouseller,2018-03-19
New Project near Mid Valley,610000,davidleong84,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160019820,New Carouseller,2018-03-19
CHEAPEST Condo @ Ara Damansara!!!,566130,vincent_ppty,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160019651,New Carouseller,2018-03-19
[WTS] Pusat Komersil Seksyen 7 Shah Alam,240000,haiery00,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,160005750,New Carouseller,2018-03-19
New! i-Suite 1+1 Bedroom fully furnished @i-City Shah Alam Seksyen 7 for RENT,2200,evon.chan,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,159997559,New Carouseller,2018-03-19
Bandar kuah langkawi,20,amryna77,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,159995919,New Carouseller,2018-03-19
Bilik untuk disewa,175,misschub,New Carouseller,2018-03-20,2018-03-20,2018-03-20,property-102,1,,Mar 18,159879806,New Carouseller,2018-03-19
SAMBUNG BAYAR @ CONTINUE LOAN Proton Saga FLX 1.3L CVT,7000,kash.auto.trading,12 minutes ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160216572,,
Perodua kelisa,14000,otairawang2018,16 minutes ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160215945,,
Van Bus Rental Singapore Genting KL city,200,hnassaru2,28 minutes ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160214012,,
Kia picanto,18000,eyrol74,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160208692,New Carouseller,2018-03-20
PERODUA MONTHLY LIST,1,anadelly1,29 minutes ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160213909,,
Kereta Honda,78300,heymepenjualkereta,36 minutes ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160212735,,
PERODUA BEZZA 1.3cc DUAL VVTI,44800,kenlee7243,41 minutes ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160211961,,
PROTON WIRA 1.6XLI,7500,addrianme,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160208444,New Carouseller,2018-03-20
Pevgiot untuk dijual harge boleh nego lagi,3000,mohdhafizmohdcontractor123,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160202495,New Carouseller,2018-03-20
PERODUA NEW MYVI 1.5cc DUAL VVTI,53,kenlee7243,1 hour ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160208238,,
Perodua,24900,waniedanish,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160202460,New Carouseller,2018-03-20
Wira 1.5,4900,manbai08,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160199342,New Carouseller,2018-03-20
PERODUA ALZA 1.5CC,55,kenlee7243,1 hour ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160207885,,
Honda Stream 1.8A rn6,5000,misha_garage,1 hour ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160207427,,
PERODUA AXIA 1.0CC VVTI,24900,kenlee7243,1 hour ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160206761,,
Toyota Alphard 2.5s C-Package 2015,279000,alisahrasta5,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160197084,New Carouseller,2018-03-20
WTS : READY STOCK BEZZA 1.3 PREMIUM X,43342,hanmyvi,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160190766,New Carouseller,2018-03-20
TOYOTA VIOS 2015 - SAMBUNG BAYAR / CONTINUE LOAN,15500,sambungbayar.kereta,1 hour ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160206598,,
Honda Civic Fd 2.0A,6500,misha_garage,1 hour ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160206348,,
UNREGISTERED - Subaru Ver.10 STI - Year 2013.,145000,mr.keong,1 hour ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160205493,,
BMW 2009 320I COUPE RHD,65000,shareeeezzzz,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160189909,New Carouseller,2018-03-20
Honda accord 1.6,1,akmalkamil808,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160185638,New Carouseller,2018-03-20
Axia G auto 2018 Diskaun + FREE GIFTS,1400,ajib_perodua,1 hour ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160205003,,
Kereta Sewa Mewah / Van Sewa,350,keretasewa_serikembangan,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160185526,New Carouseller,2018-03-20
MYVI EZI HIGH SPEC,19800,raymond1993,2 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160202158,,
Toyota Estima Aeras NFL,163800,alepto,2 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160201525,,
Proton Gen2 1.6 (A) 2006 Fullspec/Highline/Highspec,8500,lofanfadzil,2 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160201409,,
Kancil 850 Auto,4000,ikhzan.omar,2 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160200916,,
ad resort,7000,farith11,2 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160198800,,
ad resort,7000,farith11,2 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160197745,,
Toyot Harrier 2.4G Premium Spec (Last Edition) 2009/13,88800,denny-0122899166,2 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160195350,,
Lori bonded kotak 1 tan sambungbayar,10500,lc0135,2 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160195346,,
Kereta sewa myvi,120,eyka280890,3 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160189581,,
2009 BMW X6 3.0 xDrive35d Full HAMANN Bodykit,145000,hongmotor_enterprises11,4 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160186360,,
Sambung Bayar Toyota Wish,16000,yussyusof189,4 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160182633,,
Proton iriz premium,45800,manaidah021217,4 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160182460,,
Sambung Bayar Hyundai i10,8500,yussyusof189,4 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160182438,,
Kereta Sewa / Car Rental - Shah Alam,0,shahjahan92,4 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160181278,,
Proton Gen2,8900,shahrul_hadi,5 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160178589,,
Kereta Sewa : Murah | Selesa | Wangi | Bersih,100,mkazcarrental,5 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160178380,,
nissan fairlady 350z gtr r35,57999,ameenshah,5 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160178121,,
Scrap car,3000,zaiton26,5 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160176971,,
Hyundai Sonata 2.4 (A) 1Owner New Facelift High Spec,19800,ryan989,5 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160175828,,
Proton iriz premium,45800,manaidah021217,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160182460,New Carouseller,2018-03-20
Myvi Auto sambung bayar,6500,syah.89,5 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160175753,,
Volvo S40 2.4 (A) Shiftronic Like New 1 Owner NEW Facelift,29800,ryan989,5 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160175298,,
Sambung Bayar Isuzu Dmax3,25000,yussyusof189,6 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160173217,,
honda civic 2018,550,edy_falkel,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160163920,New Carouseller,2018-03-20
Perodua Kenari,10800,tokarab,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160162101,New Carouseller,2018-03-20
Honda BRV 1.5E (A) Sambung Bayar / Car Continue Loan,26900,hashim69,6 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160172506,,
Proton Saga Iswara,4500,meerajay,7 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160170568,,
iswara 1.5,1500,panglima_3036.,8 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160167893,,
produa kancil 850 manual,6500,makazha,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160157020,New Carouseller,2018-03-20
HONDA HRV,2800,farhanacar,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160147100,New Carouseller,2018-03-19
Toyota Vios G spec,6900,muhamad_khairul,9 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160167141,,
Viva 1.0 Sambung Bayar,7000,ezmotor,10 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160166079,,
Honda Stream Rsz Paddleshift,6000,temasik_scrap_auto,11 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160164915,,
Cars,0,pian_4435,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160136966,New Carouseller,2018-03-19
Myvi Turbo 145BHP,15000,mr_ccy,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160135008,New Carouseller,2018-03-19
Honda Stream Rn6 Fabric seat,4800,temasik_scrap_auto,11 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160164879,,
Honda Accord 2.0 SG,9000,temasik_scrap_auto,11 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160164836,,
Proton Satria Neo Manual SG,6500,temasik_scrap_auto,11 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160164707,,
hiace,380,edy_falkel,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160130120,New Carouseller,2018-03-19
vios,250,edy_falkel,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160129648,New Carouseller,2018-03-19
V. Weagon Golf 2.0GTI SG Sunroof,13500,temasik_scrap_auto,11 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160164595,,
Honda FD 1.8cc SG,6000,temasik_scrap_auto,11 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160164524,,
Toyota Vios,34000,ericskk,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160112088,New Carouseller,2018-03-19
Murah Murah special promosi cat keretapaintketuk services,100,umairr302,12 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160163229,,
Hyundai Matrix,7000,meerajay,14 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160151661,,
New Honda,0,isniza,14 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160150608,,
SAMBUNG BAYAR,0,shenena,14 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160148589,,
SAMBUNG BAYAR/CONTINUE LOAN NISSAN NAVARA NP300 AUTO 2.5 YEAR 2017 MONTHLY RM 1170 BALANCE 8 YEARS ROADTAX VALID DP KLIK wasap.my/60133524312/navara,27000,musss,14 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160147610,,
SUZUKI SWIFT 1.5 AUTO 2012,31000,suziyanifarhana,15 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160146997,,
CONTINUE LOAN MERC C250 AMG,34000,boyash,15 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160146144,,
proton saga 1.6cc,2500,syahmimanaf,15 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160142053,,
PALING TERHEBAT OFFER FORD RANGER 2.2L XLT AUTO TERKINI,106000,hongmotor_enterprises11,15 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160138397,,
MYVI SE 1.3 AUTO,1,carvarlist.com,15 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160137130,,
Honda civic navi 2.0,86000,cbc4038,15 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160137048,,
Toyota Estima Aeras G,163800,alep_tk,15 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160136959,,
BMW X6 x-drive,136000,juneyong.reconcardealer,16 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160135985,,
Myvi Turbo 145BHP,15000,mr_ccy,16 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160135008,,
mercedes C200 W204,68000,shamirrza,16 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160134546,,
Mercedes Benz S400 for rent,2800,kecarrental,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160106082,New Carouseller,2018-03-19
Proton Iswara auto 1.5 ori.utk diual segera.0125713000,3100,azamdungun21,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160097580,New Carouseller,2018-03-19
Proton Gen2 2004 Auto,6000,keanlee88,16 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160133844,,
hiace,380,edy_falkel,16 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160130120,,
vios,250,edy_falkel,16 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160129648,,
nissan sentra 1.6 Auto,5858,krizman,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160092186,New Carouseller,2018-03-19
2011 Range Rover 4.4L TDV8 Diesel Vogue,250000,chenxiuxiu68,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160090669,New Carouseller,2018-03-19
WIRA,3500,saudagarhina,16 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160129608,,
For sale,27800,zhautomobilenterprise,16 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160129138,,
2011 Peugeot 5008 For Sale,35000,faozie,16 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160127153,,
bezza for rent,0,mohdpidot,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160080870,New Carouseller,2018-03-19
Mazda CX5 2.0 GLS(A) GVC,138000,tanteik,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160077779,New Carouseller,2018-03-19
2012 BMW 328i For Sale,110000,faozie,16 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160125870,,
Untuk dijual cl 0175890078,6500,mohdfauzyzakaria,16 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160123833,,
CAT kereta murah promosi,1300,umairr302,17 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160123316,,
Proton saga aeroback 1.5 (A),4800,ffaarriiss97,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160075098,New Carouseller,2018-03-19
kereta proton saga Fl 1.3 2011,7500,khairudinmohamed65,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160071429,New Carouseller,2018-03-19
Mini Cooper S Manual SG,11300,temasik_scrap_auto,17 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160119536,,
Mini Cooper SG,8800,temasik_scrap_auto,17 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160119105,,
PROTON EXORA MANUAL(2012) SAMBUNGBAYAR,0,qaisertristan8516,17 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160118956,,
WTS : PERODUA ALZA 1.5S 2018 #RM1200,54037,hanmyvi,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160069588,New Carouseller,2018-03-19
Alza untuk disewa,190,iza_wan,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160067693,New Carouseller,2018-03-19
Toyota Alphard 3.0cc 7seater,18500,temasik_scrap_auto,17 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160118799,,
Honda Stream Rn6 SG,4800,temasik_scrap_auto,17 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160118534,,
Toyota Wish SG,5500,temasik_scrap_auto,17 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160118329,,
Kereta Sewa NISSAN ALMERA (Per Hour),12,moovby,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160067048,New Carouseller,2018-03-19
Bmw e60 523,11600,temasik_scrap_auto,17 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160118052,,
Perodua Kelisa Manual SG,4400,temasik_scrap_auto,17 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160117743,,
2015 Toyota Vellfire 3.5 VL MPV PILOT SEAT POWER BOOT,316000,hongmotor_enterprises11,17 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160115501,,
Honda Hrv V specs,99000,mikewkw1177,17 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160113045,,
Range Rover,3260,personal_dealer,17 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160112945,,
Toyota Vios,34000,ericskk,17 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160112088,,
2016 Toyota Vios 1.5 VVTi (A) NEW FACELIFT MODEL,60000,hongmotor_enterprises11,18 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160111253,,
Toyota wish 1.8 2005,40000,jenjen3,18 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160110605,,
Car for sale,3500,eyqa89,18 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160110203,,
Wira Aeroback 1.6 Mivec 2004,10000,illiyas.ismail,18 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160108305,,
Proton Gen 2,6800,alax8,18 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160107997,,
Mercedes Benz S400 for rent,2800,kecarrental,18 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160106082,,
Lori hino piang..wasap 01135125061,38000,hambali_samudra,18 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160104819,,
Lexus Nx200t f-sport 2015,249888,alextanep83,18 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160064284,,
Camry,62000,eyrol74,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160061905,New Carouseller,2018-03-19
Nissan sarena,44000,eyrol74,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160059758,New Carouseller,2018-03-19
Naza sutera,4500,jency1106,19 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160101304,,
Proton Wira 1.6 auto,7000,.amirulhaikal,19 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160101087,,
Stream Rn6,5500,anggeriksgcar,19 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160099722,,
VOLVO ACCESSORIES,820,idipahlawi012345,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160058955,New Carouseller,2018-03-19
starex,600,edy_falkel,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160052317,New Carouseller,2018-03-19
Proton Iswara auto 1.5 ori.utk diual segera.0125713000,3100,azamdungun21,19 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160097580,,
Satria Neo 1.6 auto R3 SAMBUNG BAYAR,11500,tamm24,19 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160094984,,
Satria Neo manual 1.6 SAMBUNG BAYAR,7500,tamm24,19 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160094558,,
starex,600,edy_falkel,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160051847,New Carouseller,2018-03-19
Alza Auto 1.5 EZI,30500,chachiacarrent,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160046217,New Carouseller,2018-03-19
Toyota Camry 2.0 SAMBUNG BAYAR,2000,tamm24,19 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160094140,,
KERETA SAMBUNG BAYAR TOYOTA VIOS 2015,15500,tamm24,19 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160093721,,
Proton preve auto SAMBUNG BAYAR,12500,tamm24,20 hours ago,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160092950,,
Van utk dijual,16000,alinzali,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160042549,New Carouseller,2018-03-19
?? Axia G (A) dskn 1.3k @ Free LeatherSeat GearUp Original Perodua,35600,perodua.4u,New Carouseller,2018-03-20,2018-03-20,2018-03-20,cars-32,1,,Mar 18,160041351,New Carouseller,2018-03-19
